,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
7664,bell,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves,edible
7665,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves,edible
7666,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
7667,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7668,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
7669,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7670,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7671,convex,smooth,gray,no,none,free,crowded,broad,white,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7672,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7673,flat,scaly,cinnamon,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths,edible
7674,bell,smooth,brown,no,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,several,leaves,edible
7675,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
7676,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7677,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7678,bell,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7679,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7680,bell,fibrous,white,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7681,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7682,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7683,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
7684,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7685,convex,smooth,white,no,none,free,crowded,broad,white,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7686,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7687,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7688,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves,edible
7689,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,several,leaves,edible
7690,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7691,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7692,knobbed,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,clustered,leaves,edible
7693,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7694,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
7695,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7696,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7697,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7698,knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7699,bell,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves,edible
7700,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7701,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves,edible
7702,flat,scaly,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths,edible
7703,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
7704,flat,smooth,gray,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths,edible
7705,convex,smooth,pink,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths,edible
7706,conical,scaly,yellow,no,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves,poisonous
7707,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7708,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
7709,knobbed,scaly,red,no,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,poisonous
7710,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves,edible
7711,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7712,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7713,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
7714,convex,scaly,cinnamon,no,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,poisonous
7715,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7716,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves,edible
7717,bell,scaly,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,woods,edible
7718,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7719,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
7720,bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7721,convex,scaly,brown,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths,edible
7722,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
7723,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,clustered,leaves,edible
7724,bell,fibrous,white,no,none,free,crowded,broad,white,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7725,convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7726,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7727,convex,scaly,brown,no,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,poisonous
7728,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7729,convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves,edible
7730,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7731,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7732,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7733,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7734,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7735,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7736,bell,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7737,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves,edible
7738,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7739,knobbed,scaly,yellow,no,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves,poisonous
7740,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7741,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves,edible
7742,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
7743,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7744,knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7745,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves,edible
7746,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7747,bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7748,convex,fibrous,white,no,none,free,crowded,broad,white,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7749,knobbed,fibrous,white,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7750,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7751,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
7752,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7753,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7754,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
7755,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
7756,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
7757,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7758,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
7759,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves,edible
7760,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7761,convex,smooth,gray,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7762,convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,several,leaves,edible
7763,bell,smooth,white,no,none,free,crowded,broad,white,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7764,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
7765,convex,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves,edible
7766,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7767,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7768,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
